id,counts
tcga_analysis/readcounts/TCGA-26-5133-01A-01R-1850-01,111494924
tcga_analysis/readcounts/TCGA-26-5134-01A-01R-1850-01,54254319
tcga_analysis/readcounts/TCGA-26-5135-01A-01R-1850-01,91701682
tcga_analysis/readcounts/TCGA-26-5136-01B-01R-1850-01,43352781
tcga_analysis/readcounts/TCGA-26-5139-01A-01R-1850-01,105751006
tcga_analysis/readcounts/TCGA-27-1830-01A-01R-1850-01,110537379
tcga_analysis/readcounts/TCGA-27-1831-01A-01R-1850-01,86634236
tcga_analysis/readcounts/TCGA-27-1832-01A-01R-1850-01,132024791
tcga_analysis/readcounts/TCGA-27-1834-01A-01R-1850-01,99377028
tcga_analysis/readcounts/TCGA-27-1835-01A-01R-1850-01,89933189
tcga_analysis/readcounts/TCGA-27-1837-01A-01R-1850-01,49375219
tcga_analysis/readcounts/TCGA-27-2519-01A-01R-1850-01,108595180
tcga_analysis/readcounts/TCGA-27-2521-01A-01R-1850-01,122062361
tcga_analysis/readcounts/TCGA-27-2523-01A-01R-1850-01,125632446
tcga_analysis/readcounts/TCGA-27-2524-01A-01R-1850-01,104468894
tcga_analysis/readcounts/TCGA-27-2526-01A-01R-1850-01,110360434
tcga_analysis/readcounts/TCGA-27-2528-01A-01R-1850-01,118935397
tcga_analysis/readcounts/TCGA-28-1747-01C-01R-1850-01,111524095
tcga_analysis/readcounts/TCGA-28-1753-01A-01R-1850-01,53018057
tcga_analysis/readcounts/TCGA-28-2499-01A-01R-1850-01,116058206
tcga_analysis/readcounts/TCGA-28-2509-01A-01R-1850-01,113218184
tcga_analysis/readcounts/TCGA-28-2510-01A-01R-1850-01,108862777
tcga_analysis/readcounts/TCGA-28-2513-01A-01R-1850-01,102884591
tcga_analysis/readcounts/TCGA-28-2514-01A-02R-1850-01,123761915
tcga_analysis/readcounts/TCGA-28-5204-01A-01R-1850-01,106345618
tcga_analysis/readcounts/TCGA-28-5207-01A-01R-1850-01,102841779
tcga_analysis/readcounts/TCGA-28-5208-01A-01R-1850-01,116533605
tcga_analysis/readcounts/TCGA-28-5209-01A-01R-1850-01,122305964
tcga_analysis/readcounts/TCGA-28-5213-01A-01R-1850-01,51049881
tcga_analysis/readcounts/TCGA-28-5215-01A-01R-1850-01,136665491
tcga_analysis/readcounts/TCGA-28-5216-01A-01R-1850-01,92287407
tcga_analysis/readcounts/TCGA-28-5218-01A-01R-1850-01,102991357
tcga_analysis/readcounts/TCGA-28-5220-01A-01R-1850-01,106734409
tcga_analysis/readcounts/TCGA-32-1970-01A-01R-1850-01,116228052
tcga_analysis/readcounts/TCGA-32-1980-01A-01R-1850-01,118864958
tcga_analysis/readcounts/TCGA-32-1982-01A-01R-1850-01,37101760
tcga_analysis/readcounts/TCGA-32-2615-01A-01R-1850-01,141075355
tcga_analysis/readcounts/TCGA-32-2616-01A-01R-1850-01,148856213
tcga_analysis/readcounts/TCGA-32-2632-01A-01R-1850-01,107131384
tcga_analysis/readcounts/TCGA-32-2634-01A-01R-1850-01,144289597
tcga_analysis/readcounts/TCGA-32-2638-01A-01R-1850-01,143622792
tcga_analysis/readcounts/TCGA-32-4213-01A-01R-1850-01,64278203
tcga_analysis/readcounts/TCGA-32-5222-01A-01R-1850-01,125805846
tcga_analysis/readcounts/TCGA-41-2571-01A-01R-1850-01,114766741
tcga_analysis/readcounts/TCGA-41-2572-01A-01R-1850-01,100674160
tcga_analysis/readcounts/TCGA-41-3915-01A-01R-1850-01,99739293
tcga_analysis/readcounts/TCGA-41-4097-01A-01R-1850-01,78835000
tcga_analysis/readcounts/TCGA-41-5651-01A-01R-1850-01,96807139
tcga_analysis/readcounts/TCGA-76-4925-01A-01R-1850-01,138828748
tcga_analysis/readcounts/TCGA-76-4926-01B-01R-1850-01,132313083
tcga_analysis/readcounts/TCGA-76-4927-01A-01R-1850-01,74754833
tcga_analysis/readcounts/TCGA-76-4928-01B-01R-1850-01,141028647
tcga_analysis/readcounts/TCGA-76-4929-01A-01R-1850-01,105185224
tcga_analysis/readcounts/TCGA-76-4931-01A-01R-1850-01,121253216
tcga_analysis/readcounts/TCGA-76-4932-01A-01R-1850-01,118024826
