File Name,TUCR.Run.20190719 (CELLFRAC U44.U48.GAPDH.PPIA.62.110.210.427) (A172.U251).pcrd,,,,,,
Created By User,admin,,,,,,
Notes,,,,,,,
ID,,,,,,,
Run Started,07/19/2019 18:51:26 UTC,,,,,,
Run Ended,07/19/2019 21:12:01 UTC,,,,,,
Sample Vol,20,,,,,,
Lid Temp,105,,,,,,
Protocol File Name,qPCR Protocol (TUCRs).prcl,,,,,,
Plate Setup File Name,RUN1.pltd,,,,,,
Base Serial Number,BR004664,,,,,,
Optical Head Serial Number,788BR04573,,,,,,
CFX Manager Version,3.1.1517.0823. ,,,,,,
,,,,,,,
Well group,All Wells,,,,,,
Amplification step,3,,,,,,
Melt step,7,,,,,,
,,,,,,,
,,,,,,,
Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ),End RFU
A01,SYBR,U44,Unkn,A172 NF,27.6948769864863,NaN,1699.3818744033
A02,SYBR,U44,Unkn,A172 NF,27.1425222358311,NaN,1959.53238670436
A03,SYBR,U44,Unkn,A172 NF,27.0152983810093,NaN,1800.14495103434
A04,SYBR,U48,Unkn,A172 NF,24.5168530331678,NaN,1807.07598908399
A05,SYBR,U48,Unkn,A172 NF,24.6162601691807,NaN,1634.83226495212
A06,SYBR,U48,Unkn,A172 NF,25.7641648714787,NaN,1673.58610612254
A07,SYBR,PPIA,Unkn,A172 NF,14.5029270673897,NaN,2303.67088572761
A08,SYBR,PPIA,Unkn,A172 NF,14.9957135195301,NaN,2347.722174233
A09,SYBR,PPIA,Unkn,A172 NF,14.9359625734525,NaN,2302.86431181006
A10,SYBR,GAPDH,Unkn,A172 NF,16.6988313384721,NaN,2363.70118133458
A11,SYBR,GAPDH,Unkn,A172 NF,16.280986371946,NaN,2344.94270752508
A12,SYBR,GAPDH,Unkn,A172 NF,16.1983987573665,NaN,2271.09321745744
B01,SYBR,U44,Unkn,A172 CF,22.1805015758135,NaN,1689.76268002152
B02,SYBR,U44,Unkn,A172 CF,22.1100881367089,NaN,1869.19423692537
B03,SYBR,U44,Unkn,A172 CF,22.3743069099784,NaN,1868.86963461077
B04,SYBR,U48,Unkn,A172 CF,18.9014916103717,NaN,1796.0960442499
B05,SYBR,U48,Unkn,A172 CF,19.2572560155814,NaN,1887.55172134913
B06,SYBR,U48,Unkn,A172 CF,19.0490128411993,NaN,1835.81391667923
B07,SYBR,PPIA,Unkn,A172 CF,17.4414206209205,NaN,2016.90241980584
B08,SYBR,PPIA,Unkn,A172 CF,17.3891149639731,NaN,2028.60371278449
B09,SYBR,PPIA,Unkn,A172 CF,17.5682052294402,NaN,2146.73496142074
B10,SYBR,GAPDH,Unkn,A172 CF,15.8050828200404,NaN,2001.38641399207
B11,SYBR,GAPDH,Unkn,A172 CF,15.9202414488966,NaN,1973.51912136622
B12,SYBR,GAPDH,Unkn,A172 CF,15.7729001233015,NaN,1673.86337981279
C01,SYBR,U44,Unkn,U251 NF,26.1444140963196,NaN,1914.65972603584
C02,SYBR,U44,Unkn,U251 NF,26.0147884371637,NaN,2046.87851951234
C03,SYBR,U44,Unkn,U251 NF,26.3592740408706,NaN,2059.67141973408
C04,SYBR,U48,Unkn,U251 NF,24.6718327250322,NaN,1868.46649417223
C05,SYBR,U48,Unkn,U251 NF,25.0013980271446,NaN,1771.50125283441
C06,SYBR,U48,Unkn,U251 NF,24.6196191493813,NaN,1788.69551289416
C07,SYBR,PPIA,Unkn,U251 NF,14.5664958482607,NaN,2346.34043797894
C08,SYBR,PPIA,Unkn,U251 NF,14.4597140662948,NaN,2287.9856396946
C09,SYBR,PPIA,Unkn,U251 NF,15.2820407913334,NaN,2318.75868472512
C10,SYBR,GAPDH,Unkn,U251 NF,18.0150286282974,NaN,2277.43466612518
C11,SYBR,GAPDH,Unkn,U251 NF,18.705039988789,NaN,2400.77044810161
C12,SYBR,GAPDH,Unkn,U251 NF,19.0087043098525,NaN,2438.24765055661
D01,SYBR,U44,Unkn,U251 CF,22.6163934213686,NaN,1911.68841172777
D02,SYBR,U44,Unkn,U251 CF,22.2975838756371,NaN,1875.23512536014
D03,SYBR,U44,Unkn,U251 CF,22.5447403147567,NaN,1931.50446389896
D04,SYBR,U48,Unkn,U251 CF,20.9505645636684,NaN,1789.28697753536
D05,SYBR,U48,Unkn,U251 CF,20.9435726917446,NaN,1848.12717600995
D06,SYBR,U48,Unkn,U251 CF,20.6230646150706,NaN,1829.64068148154
D07,SYBR,PPIA,Unkn,U251 CF,14.836591603245,NaN,2193.02626705539
D08,SYBR,PPIA,Unkn,U251 CF,14.9432405810738,NaN,2274.21677366745
D09,SYBR,PPIA,Unkn,U251 CF,15.3919638053549,NaN,2283.83526937808
D10,SYBR,GAPDH,Unkn,U251 CF,17.733689922636,NaN,2230.57307332003
D11,SYBR,GAPDH,Unkn,U251 CF,17.7161336653999,NaN,2244.76690932067
D12,SYBR,GAPDH,Unkn,U251 CF,17.8284372590375,NaN,2240.42812445138
E01,SYBR,uc.62,Unkn,A172 NF,36.1050510787216,NaN,651.33817201268
E02,SYBR,uc.62,Unkn,A172 NF,35.1804171007493,NaN,870.383721730168
E03,SYBR,uc.62,Unkn,A172 NF,38.5025334741463,NaN,253.870479938267
E04,SYBR,uc.110,Unkn,A172 NF,28.573053474062,NaN,2552.13404262612
E05,SYBR,uc.110,Unkn,A172 NF,28.9621155568667,NaN,2517.09012148455
E06,SYBR,uc.110,Unkn,A172 NF,28.6916309308914,NaN,2496.361258616
E07,SYBR,uc.210,Unkn,A172 NF,28.719212746232,NaN,2230.92470192039
E08,SYBR,uc.210,Unkn,A172 NF,28.8633799293767,NaN,2204.26201625441
E09,SYBR,uc.210,Unkn,A172 NF,28.7977884247237,NaN,2099.45740222538
E10,SYBR,uc.427,Unkn,A172 NF,31.5369504114048,NaN,1968.76421251152
E11,SYBR,uc.427,Unkn,A172 NF,33.9738468511691,NaN,1382.77108455486
E12,SYBR,uc.427,Unkn,A172 NF,32.6030211454598,NaN,1802.71001952088
F01,SYBR,uc.62,Unkn,A172 CF,27.7905590880028,NaN,2384.09212848541
F02,SYBR,uc.62,Unkn,A172 CF,27.3238004679713,NaN,2572.74993824855
F03,SYBR,uc.62,Unkn,A172 CF,27.3587730073962,NaN,2544.77128718106
F04,SYBR,uc.110,Unkn,A172 CF,25.0031671305128,NaN,2713.58842859349
F05,SYBR,uc.110,Unkn,A172 CF,25.0868528879579,NaN,2536.61450865583
F06,SYBR,uc.110,Unkn,A172 CF,25.1413439174375,NaN,2685.36001591174
F07,SYBR,uc.210,Unkn,A172 CF,21.1149180211075,NaN,1846.06250657427
F08,SYBR,uc.210,Unkn,A172 CF,21.0651920164553,NaN,2350.41214410979
F09,SYBR,uc.210,Unkn,A172 CF,21.2915334104512,NaN,2425.36254342578
F10,SYBR,uc.427,Unkn,A172 CF,27.2313229066692,NaN,2471.00085481504
F11,SYBR,uc.427,Unkn,A172 CF,28.7803058640507,NaN,1455.33610247218
F12,SYBR,uc.427,Unkn,A172 CF,27.5977950397826,NaN,2400.65982661524
G01,SYBR,uc.62,Unkn,U251 NF,36.3847149802486,NaN,622.636565147309
G02,SYBR,uc.62,Unkn,U251 NF,33.9634556838343,NaN,1267.7866294781
G03,SYBR,uc.62,Unkn,U251 NF,35.19822177426,NaN,887.987211144958
G04,SYBR,uc.110,Unkn,U251 NF,26.271191435364,NaN,2765.30893789499
G05,SYBR,uc.110,Unkn,U251 NF,25.861063388931,NaN,2851.44916498773
G06,SYBR,uc.110,Unkn,U251 NF,25.6807440221554,NaN,2828.3837595918
G07,SYBR,uc.210,Unkn,U251 NF,27.3089992929091,NaN,2419.33171819552
G08,SYBR,uc.210,Unkn,U251 NF,27.5483821105542,NaN,2376.5700301459
G09,SYBR,uc.210,Unkn,U251 NF,27.4053417702174,NaN,2370.72925983773
G10,SYBR,uc.427,Unkn,U251 NF,32.5956897729814,NaN,1718.1519177679
G11,SYBR,uc.427,Unkn,U251 NF,31.816428304195,NaN,2069.82139624637
G12,SYBR,uc.427,Unkn,U251 NF,32.8518540085451,NaN,1723.47237507825
H01,SYBR,uc.62,Unkn,U251 CF,31.5409297756832,NaN,1812.61579756898
H02,SYBR,uc.62,Unkn,U251 CF,31.7524179653747,NaN,1743.69586319231
H03,SYBR,uc.62,Unkn,U251 CF,31.8192589547791,NaN,1905.91360365481
H04,SYBR,uc.110,Unkn,U251 CF,25.8182699114582,NaN,2561.41996036547
H05,SYBR,uc.110,Unkn,U251 CF,25.9388401947555,NaN,2745.88629257708
H06,SYBR,uc.110,Unkn,U251 CF,26.5406306107885,NaN,2696.66700566924
H07,SYBR,uc.210,Unkn,U251 CF,24.3849484779761,NaN,2401.40645599117
H08,SYBR,uc.210,Unkn,U251 CF,24.2669459586391,NaN,2458.18617476548
H09,SYBR,uc.210,Unkn,U251 CF,23.6330469692303,NaN,2357.08800863387
H10,SYBR,uc.427,Unkn,U251 CF,29.1757663986955,NaN,2247.88044458133
H11,SYBR,uc.427,Unkn,U251 CF,28.6127799081602,NaN,2503.12118710625
H12,SYBR,uc.427,Unkn,U251 CF,29.3431659739924,NaN,2326.39088285503
