File Name,TUCR.Run.20190717 (CELLFRAC U44.U48.GAPDH.PPIA.62.110.210.427).pcrd,,,,,,
Created By User,admin,,,,,,
Notes,,,,,,,
ID,,,,,,,
Run Started,07/17/2019 21:06:12 UTC,,,,,,
Run Ended,07/17/2019 23:26:53 UTC,,,,,,
Sample Vol,20,,,,,,
Lid Temp,105,,,,,,
Protocol File Name,qPCR Protocol (TUCRs).prcl,,,,,,
Plate Setup File Name,RUN1.pltd,,,,,,
Base Serial Number,BR004664,,,,,,
Optical Head Serial Number,788BR04573,,,,,,
CFX Manager Version,3.1.1517.0823. ,,,,,,
,,,,,,,
Well group,All Wells,,,,,,
Amplification step,3,,,,,,
Melt step,7,,,,,,
,,,,,,,
,,,,,,,
Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ),End RFU
A12,SYBR,PPIA,Unkn,A172 NF,15.65859426,NaN,2095.694461
B01,SYBR,U44,Unkn,A172 CF,28.01349334,NaN,2156.470283
B02,SYBR,U44,Unkn,A172 CF,31.62667306,NaN,1923.611315
B03,SYBR,U44,Unkn,A172 CF,31.88110837,NaN,1984.58288
B04,SYBR,U48,Unkn,A172 CF,26.67720629,NaN,1297.329042
B05,SYBR,U48,Unkn,A172 CF,26.40683283,NaN,1393.960582
B06,SYBR,U48,Unkn,A172 CF,26.36462923,NaN,1411.527549
B07,SYBR,GAPDH,Unkn,A172 CF,15.84600309,NaN,2132.823391
B08,SYBR,GAPDH,Unkn,A172 CF,14.87091571,NaN,1882.143064
B09,SYBR,GAPDH,Unkn,A172 CF,16.61780246,NaN,2129.997162
B10,SYBR,PPIA,Unkn,A172 CF,15.41989926,NaN,2344.70534
B11,SYBR,PPIA,Unkn,A172 CF,15.09291455,NaN,2301.860127
B12,SYBR,PPIA,Unkn,A172 CF,15.30325941,NaN,1988.169532
C01,SYBR,U44,Unkn,A172 NF,28.26213804,NaN,2087.944071
C02,SYBR,U44,Unkn,A172 NF,29.90718053,NaN,2184.341313
C03,SYBR,U44,Unkn,A172 NF,29.80557767,NaN,2294.198959
C04,SYBR,U48,Unkn,A172 NF,28.75905866,NaN,1279.471599
C05,SYBR,U48,Unkn,A172 NF,28.17147521,NaN,1362.83564
C06,SYBR,U48,Unkn,A172 NF,28.57688437,NaN,1395.325704
C07,SYBR,GAPDH,Unkn,A172 NF,21.20420463,NaN,2084.806525
C08,SYBR,GAPDH,Unkn,A172 NF,21.35302356,NaN,1958.450135
C09,SYBR,GAPDH,Unkn,A172 NF,20.95466395,NaN,2077.801372
C10,SYBR,PPIA,Unkn,A172 NF,17.71065492,NaN,2239.304575
C11,SYBR,PPIA,Unkn,A172 NF,17.8626588,NaN,2037.883203
C12,SYBR,PPIA,Unkn,A172 NF,18.28826256,NaN,2155.672049
D01,SYBR,U44,Unkn,A172 CF,31.23417035,NaN,1922.855654
D02,SYBR,U44,Unkn,A172 CF,31.15091539,NaN,2015.862014
D03,SYBR,U44,Unkn,A172 CF,30.75514891,NaN,2231.101694
D04,SYBR,U48,Unkn,A172 CF,26.31054523,NaN,1371.495995
D05,SYBR,U48,Unkn,A172 CF,26.48564974,NaN,1211.440509
D06,SYBR,U48,Unkn,A172 CF,26.20016501,NaN,1422.306595
D07,SYBR,GAPDH,Unkn,A172 CF,16.57869094,NaN,2268.267652
D08,SYBR,GAPDH,Unkn,A172 CF,16.50149128,NaN,2255.414565
D09,SYBR,GAPDH,Unkn,A172 CF,16.50885642,NaN,2100.71244
D10,SYBR,PPIA,Unkn,A172 CF,14.27752683,NaN,2098.761521
D11,SYBR,PPIA,Unkn,A172 CF,14.3186527,NaN,2157.08272
D12,SYBR,PPIA,Unkn,A172 CF,14.37620215,NaN,2048.319703
E01,SYBR,uc.62,Unkn,A172 NF,32.65049281,NaN,2107.493213
E02,SYBR,uc.62,Unkn,A172 NF,29.02223469,NaN,2845.88453
E03,SYBR,uc.62,Unkn,A172 NF,29.00922354,NaN,2963.983719
E04,SYBR,uc.110,Unkn,A172 NF,26.4818511,NaN,3430.747781
E05,SYBR,uc.110,Unkn,A172 NF,26.29717503,NaN,3332.76993
E06,SYBR,uc.110,Unkn,A172 NF,26.59475553,NaN,3252.05759
E07,SYBR,uc.210,Unkn,A172 NF,23.15811167,NaN,3791.86496
E08,SYBR,uc.210,Unkn,A172 NF,23.8732054,NaN,3942.987793
E09,SYBR,uc.210,Unkn,A172 NF,23.38612826,NaN,3743.715666
E10,SYBR,uc.427,Unkn,A172 NF,28.76963281,NaN,2126.357358
E11,SYBR,uc.427,Unkn,A172 NF,28.17860176,NaN,2106.168321
E12,SYBR,uc.427,Unkn,A172 NF,28.21366972,NaN,1966.421735
F01,SYBR,uc.62,Unkn,A172 CF,31.77461627,NaN,1890.314422
F02,SYBR,uc.62,Unkn,A172 CF,31.01402915,NaN,2491.234547
F03,SYBR,uc.62,Unkn,A172 CF,30.52266677,NaN,2403.959578
F04,SYBR,uc.110,Unkn,A172 CF,26.7161374,NaN,3475.600919
F05,SYBR,uc.110,Unkn,A172 CF,26.55567664,NaN,3591.168416
F06,SYBR,uc.110,Unkn,A172 CF,26.56651277,NaN,3715.94723
F07,SYBR,uc.210,Unkn,A172 CF,23.06987935,NaN,3215.67406
F08,SYBR,uc.210,Unkn,A172 CF,24.13474564,NaN,3605.773633
F09,SYBR,uc.210,Unkn,A172 CF,25.39185356,NaN,3645.13103
F10,SYBR,uc.427,Unkn,A172 CF,31.0270563,NaN,1779.486097
F11,SYBR,uc.427,Unkn,A172 CF,31.13951502,NaN,1778.735911
F12,SYBR,uc.427,Unkn,A172 CF,31.7322569,NaN,1474.251852
G01,SYBR,uc.62,Unkn,A172 NF,32.24501998,NaN,2112.15691
G02,SYBR,uc.62,Unkn,A172 NF,31.83631297,NaN,2267.284496
G03,SYBR,uc.62,Unkn,A172 NF,32.14509683,NaN,2110.957133
G04,SYBR,uc.110,Unkn,A172 NF,27.14475675,NaN,3667.832859
G05,SYBR,uc.110,Unkn,A172 NF,27.59525957,NaN,3558.619757
G06,SYBR,uc.110,Unkn,A172 NF,26.61932959,NaN,3489.784159
G07,SYBR,uc.210,Unkn,A172 NF,26.06235929,NaN,3869.92872
G08,SYBR,uc.210,Unkn,A172 NF,24.61457807,NaN,3895.397767
G09,SYBR,uc.210,Unkn,A172 NF,25.21618918,NaN,3832.663206
G10,SYBR,uc.427,Unkn,A172 NF,29.29136127,NaN,2107.287091
G11,SYBR,uc.427,Unkn,A172 NF,29.36896778,NaN,1541.318086
G12,SYBR,uc.427,Unkn,A172 NF,28.54393627,NaN,1888.455298
H01,SYBR,uc.62,Unkn,A172 CF,32.08552404,NaN,1915.120146
H02,SYBR,uc.62,Unkn,A172 CF,31.52152195,NaN,2027.38225
H03,SYBR,uc.62,Unkn,A172 CF,32.24273717,NaN,1777.113435
H04,SYBR,uc.110,Unkn,A172 CF,25.07696413,NaN,3219.516689
H05,SYBR,uc.110,Unkn,A172 CF,25.20889686,NaN,2942.194807
H06,SYBR,uc.110,Unkn,A172 CF,25.14451407,NaN,2728.301163
H07,SYBR,uc.210,Unkn,A172 CF,26.20246441,NaN,3581.388711
H08,SYBR,uc.210,Unkn,A172 CF,26.27932078,NaN,3415.093447
H09,SYBR,uc.210,Unkn,A172 CF,26.09030459,NaN,3526.396252
H10,SYBR,uc.427,Unkn,A172 CF,31.59890763,NaN,1001.787214
H11,SYBR,uc.427,Unkn,A172 CF,31.41036664,NaN,1218.763248
H12,SYBR,uc.427,Unkn,A172 CF,33.15303157,NaN,563.2401905
