"","Term","Ont","N","DE","P.DE"
"GO:0048856","anatomical structure development","BP",5988,170,0.00000000134973716321712
"GO:0032502","developmental process","BP",6411,176,0.00000000820256808019521
"GO:0023052","signaling","BP",6620,178,0.0000000327909137101855
"GO:0007399","nervous system development","BP",2375,82,0.0000000670610351337135
"GO:0007154","cell communication","BP",6647,177,0.0000000799147555358005
"GO:0022008","neurogenesis","BP",1623,62,0.000000121238159819446
"GO:0030182","neuron differentiation","BP",1365,55,0.000000126798034794502
"GO:0048699","generation of neurons","BP",1524,59,0.000000164044970705707
"GO:0051128","regulation of cellular component organization","BP",2507,84,0.000000165027719482844
"GO:0007275","multicellular organism development","BP",5491,151,0.000000219402886670557
"GO:0009653","anatomical structure morphogenesis","BP",2735,89,0.000000235607884709698
"GO:0043549","regulation of kinase activity","BP",870,40,0.000000297091967120107
"GO:0048869","cellular developmental process","BP",4431,127,0.000000400191352272048
"GO:0032990","cell part morphogenesis","BP",685,34,0.000000435306752053791
"GO:0120036","plasma membrane bounded cell projection organization","BP",1497,57,0.000000471059938253828
"GO:0032501","multicellular organismal process","BP",7751,196,0.000000497034331357742
"GO:0048731","system development","BP",4918,137,0.000000572078499704348
"GO:0045859","regulation of protein kinase activity","BP",792,37,0.000000579867290679373
"GO:0048666","neuron development","BP",1110,46,0.00000070283368791187
"GO:0048523","negative regulation of cellular process","BP",4903,136,0.00000083275781607082
