"","Term","Ont","N","DE","P.DE"
"GO:0090304","nucleic acid metabolic process","BP",5735,993,4.11479456450749e-130
"GO:0006139","nucleobase-containing compound metabolic process","BP",6411,1046,5.92819451034877e-121
"GO:0046483","heterocycle metabolic process","BP",6570,1058,7.7407178128427e-119
"GO:0006725","cellular aromatic compound metabolic process","BP",6615,1058,1.40544034634663e-116
"GO:0034641","cellular nitrogen compound metabolic process","BP",7161,1104,1.93529084994581e-112
"GO:1901360","organic cyclic compound metabolic process","BP",6839,1072,2.06854376830791e-112
"GO:0019219","regulation of nucleobase-containing compound metabolic process","BP",4140,777,4.42531037606885e-111
"GO:0034645","cellular macromolecule biosynthetic process","BP",4961,865,4.61603722177661e-108
"GO:0009059","macromolecule biosynthetic process","BP",5114,872,2.87754105414488e-103
"GO:0016070","RNA metabolic process","BP",5206,880,2.80689693976078e-102
"GO:0044260","cellular macromolecule metabolic process","BP",8352,1189,4.89685219487448e-99
"GO:0018130","heterocycle biosynthetic process","BP",4341,776,6.17521673768352e-99
"GO:0044271","cellular nitrogen compound biosynthetic process","BP",5029,852,3.01826163968744e-98
