"","Term","Ont","N","DE","P.DE"
"GO:0097750","endosome membrane tubulation","BP",2,2,0.0000250299201175317
"GO:0046907","intracellular transport","BP",1847,23,0.0000359662375655933
"GO:0051304","chromosome separation","BP",90,5,0.0000912123690447589
"GO:0051649","establishment of localization in cell","BP",2242,25,0.0000947972201694393
"GO:0097749","membrane tubulation","BP",4,2,0.000149194108573861
"GO:0051641","cellular localization","BP",2927,29,0.000187184338150783
"GO:0051640","organelle localization","BP",701,12,0.000208036202112637
"GO:0016192","vesicle-mediated transport","BP",2107,23,0.00026434080059792
"GO:0032386","regulation of intracellular transport","BP",423,9,0.000283674054818991
"GO:0060627","regulation of vesicle-mediated transport","BP",532,10,0.00034806258587459
"GO:0051966","regulation of synaptic transmission, glutamatergic","BP",70,4,0.000428171673926764
"GO:0051968","positive regulation of synaptic transmission, glutamatergic","BP",32,3,0.000550483471943285
"GO:0007163","establishment or maintenance of cell polarity","BP",210,6,0.000676100568124465
"GO:0007032","endosome organization","BP",79,4,0.000677806934845983
"GO:0051588","regulation of neurotransmitter transport","BP",139,5,0.000687267183041344
"GO:0007045","cell-substrate adherens junction assembly","BP",81,4,0.000744807870418694
"GO:0048041","focal adhesion assembly","BP",81,4,0.000744807870418694
