"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,125,4.16104346382021e-132
"GO:0007608","sensory perception of smell","BP",454,125,2.65314910754471e-128
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,125,2.84586157499907e-125
"GO:0009593","detection of chemical stimulus","BP",512,125,5.5431756004309e-121
"GO:0007606","sensory perception of chemical stimulus","BP",526,125,2.3042798585933e-119
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,125,8.47806809232993e-119
"GO:0051606","detection of stimulus","BP",691,127,3.4079726666389e-106
"GO:0007600","sensory perception","BP",977,129,5.31256257980998e-89
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,128,2.13891407364239e-69
"GO:0050877","nervous system process","BP",1437,130,5.72858360493243e-69
"GO:0003008","system process","BP",2216,135,7.23023781756576e-51
"GO:0031424","keratinization","BP",224,42,0.000000000000000000000000000000000671304924453722
"GO:0032501","multicellular organismal process","BP",7751,217,0.0000000000000000000000000000000317301631699367
"GO:0030216","keratinocyte differentiation","BP",305,43,0.0000000000000000000000000000258027950920217
