"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,247,5.89368637423132e-261
"GO:0007608","sensory perception of smell","BP",454,248,2.66455091068083e-253
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,251,5.70285199887251e-251
"GO:0009593","detection of chemical stimulus","BP",512,253,8.36679898596065e-244
"GO:0007606","sensory perception of chemical stimulus","BP",526,252,2.82036333832515e-238
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,252,6.40069427610499e-237
"GO:0051606","detection of stimulus","BP",691,254,5.35666852344904e-204
"GO:0007600","sensory perception","BP",977,260,3.28679536989032e-168
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,264,8.50568959864089e-133
"GO:0050877","nervous system process","BP",1437,263,1.67485504174945e-126
"GO:0003008","system process","BP",2216,276,8.43105444515852e-91
"GO:0031424","keratinization","BP",224,76,6.62477183673938e-55
"GO:0032501","multicellular organismal process","BP",7751,459,7.18992698048164e-52
"GO:0030216","keratinocyte differentiation","BP",305,80,4.11456834517629e-48
