"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,215,5.26710269523676e-218
"GO:0007608","sensory perception of smell","BP",454,216,4.91117127917667e-212
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,219,8.1153078940259e-211
"GO:0009593","detection of chemical stimulus","BP",512,220,8.48097966930691e-204
"GO:0007606","sensory perception of chemical stimulus","BP",526,220,1.41780562345459e-200
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,220,1.8799822410382e-199
"GO:0051606","detection of stimulus","BP",691,221,5.76748081975323e-171
"GO:0007600","sensory perception","BP",977,225,2.14529697399316e-139
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,228,4.48379439405218e-109
"GO:0050877","nervous system process","BP",1437,230,1.70557682140157e-106
"GO:0003008","system process","BP",2216,240,9.17920564580378e-75
"GO:0031424","keratinization","BP",224,63,1.12497154214843e-42
"GO:0032501","multicellular organismal process","BP",7751,402,1.00731593512688e-40
"GO:0030216","keratinocyte differentiation","BP",305,67,6.52184025532138e-38
