"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,243,6.78381539147949e-268
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,248,3.11518993812537e-260
"GO:0007608","sensory perception of smell","BP",454,243,1.00645979994068e-258
"GO:0009593","detection of chemical stimulus","BP",512,249,1.23563436364332e-251
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,249,1.92617253610905e-246
"GO:0007606","sensory perception of chemical stimulus","BP",526,248,4.07423210407563e-246
"GO:0051606","detection of stimulus","BP",691,250,1.58552951443618e-212
"GO:0007600","sensory perception","BP",977,252,1.54883760080622e-172
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,254,3.75738118224676e-136
"GO:0050877","nervous system process","BP",1437,255,4.98207726823369e-132
"GO:0003008","system process","BP",2216,262,1.11842976998042e-92
"GO:0032501","multicellular organismal process","BP",7751,423,1.49717928179353e-52
"GO:0031424","keratinization","BP",224,69,7.41841410041998e-50
"GO:0030216","keratinocyte differentiation","BP",305,74,2.7795378684534e-45
