"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,195,1.1604799030511e-210
"GO:0007608","sensory perception of smell","BP",454,195,5.48529403169667e-204
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,197,4.7176068233076e-202
"GO:0009593","detection of chemical stimulus","BP",512,197,1.47284975735704e-194
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,198,2.2897391508927e-192
"GO:0007606","sensory perception of chemical stimulus","BP",526,197,9.48904885693945e-192
"GO:0051606","detection of stimulus","BP",691,199,2.13039424461298e-167
"GO:0007600","sensory perception","BP",977,203,6.71494747395263e-140
"GO:0050877","nervous system process","BP",1437,205,1.21359058986839e-107
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,201,1.62357867006754e-107
"GO:0003008","system process","BP",2216,208,2.57726166864203e-74
"GO:0031424","keratinization","BP",224,60,1.10812346095837e-45
"GO:0032501","multicellular organismal process","BP",7751,332,2.18595145625403e-41
"GO:0030216","keratinocyte differentiation","BP",305,62,1.99021805406104e-39
