"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,223,2.51932067837872e-240
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,228,2.17018974322655e-234
"GO:0007608","sensory perception of smell","BP",454,224,5.42649956953432e-234
"GO:0009593","detection of chemical stimulus","BP",512,228,2.84530040033642e-225
"GO:0007606","sensory perception of chemical stimulus","BP",526,229,1.71429029662844e-223
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,229,2.67153924215828e-222
"GO:0051606","detection of stimulus","BP",691,229,1.22962766894363e-190
"GO:0007600","sensory perception","BP",977,236,4.23432601905924e-161
"GO:0050877","nervous system process","BP",1437,243,7.41366360538512e-128
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,236,2.29038416089658e-125
"GO:0003008","system process","BP",2216,250,1.09148490070616e-90
"GO:0032501","multicellular organismal process","BP",7751,395,6.03291859620988e-49
"GO:0031424","keratinization","BP",224,64,7.85513633585634e-46
"GO:0030216","keratinocyte differentiation","BP",305,68,5.38850459622351e-41
