"","Term","Ont","N","DE","P.DE"
"GO:0044260","cellular macromolecule metabolic process","BP",8352,1554,2.23094464404823e-65
"GO:0019219","regulation of nucleobase-containing compound metabolic process","BP",4140,901,1.5938342822919e-59
"GO:0031323","regulation of cellular metabolic process","BP",6305,1237,2.50860035406972e-59
"GO:0080090","regulation of primary metabolic process","BP",6233,1224,1.14849259034644e-58
"GO:0051171","regulation of nitrogen compound metabolic process","BP",6063,1197,3.1239522424935e-58
"GO:0051252","regulation of RNA metabolic process","BP",3822,837,1.4433404464217e-55
"GO:0032774","RNA biosynthetic process","BP",3733,811,6.64178925978557e-52
"GO:0009059","macromolecule biosynthetic process","BP",5114,1029,1.88523075353092e-51
"GO:0097659","nucleic acid-templated transcription","BP",3716,805,6.87093651061426e-51
"GO:0034645","cellular macromolecule biosynthetic process","BP",4961,1003,8.61063865495906e-51
