"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,252,1.13964985551919e-261
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,258,1.87972737702063e-254
"GO:0007608","sensory perception of smell","BP",454,253,1.03094810678962e-253
"GO:0009593","detection of chemical stimulus","BP",512,260,7.57477079677749e-247
"GO:0007606","sensory perception of chemical stimulus","BP",526,259,3.49938351117192e-241
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,259,8.93869490417451e-240
"GO:0051606","detection of stimulus","BP",691,261,1.45681595125919e-205
"GO:0007600","sensory perception","BP",977,265,5.20344850260981e-166
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,270,7.11888366328721e-131
"GO:0050877","nervous system process","BP",1437,271,1.97683325500207e-126
"GO:0003008","system process","BP",2216,281,4.27110891150568e-87
"GO:0031424","keratinization","BP",224,78,2.97260751787379e-55
"GO:0032501","multicellular organismal process","BP",7751,475,1.90125030964444e-48
"GO:0030216","keratinocyte differentiation","BP",305,82,4.27460291398838e-48
