"","Term","Ont","N","DE","P.DE"
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,26,0.000000000000000000000000314611470035434
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,25,0.000000000000000000000000543042734167608
"GO:0009593","detection of chemical stimulus","BP",512,26,0.00000000000000000000000193890714752427
"GO:0007608","sensory perception of smell","BP",454,25,0.00000000000000000000000248442155079658
"GO:0007606","sensory perception of chemical stimulus","BP",526,26,0.00000000000000000000000386773258386122
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,26,0.00000000000000000000000492608280104157
"GO:0051606","detection of stimulus","BP",691,26,0.00000000000000000000387872023029376
"GO:0007600","sensory perception","BP",977,26,0.0000000000000000202188124424982
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,27,0.00000000000000714562795191455
"GO:0050877","nervous system process","BP",1437,26,0.000000000000196045667937726
"GO:0003008","system process","BP",2216,26,0.00000000310085803860351
"GO:0031424","keratinization","BP",224,9,0.0000000535309211230341
