"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,51,8.39585838814344e-39
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,52,1.52538806360508e-37
"GO:0007608","sensory perception of smell","BP",454,51,1.86054190673232e-37
"GO:0009593","detection of chemical stimulus","BP",512,52,5.58624374948214e-36
"GO:0007606","sensory perception of chemical stimulus","BP",526,52,2.18133703719923e-35
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,52,3.51281293356595e-35
"GO:0051606","detection of stimulus","BP",691,52,0.0000000000000000000000000000154784728538621
"GO:0007600","sensory perception","BP",977,55,0.000000000000000000000000528801695854291
"GO:0050877","nervous system process","BP",1437,62,0.000000000000000000000362993610527013
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,57,0.000000000000000000154845917088504
"GO:0031424","keratinization","BP",224,24,0.0000000000000000220718126923874
"GO:0009913","epidermal cell differentiation","BP",358,27,0.00000000000000151228294547036
