"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,197,3.08041169523683e-155
"GO:0007608","sensory perception of smell","BP",454,199,2.27147469188578e-151
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,198,7.34793493193116e-145
"GO:0009593","detection of chemical stimulus","BP",512,198,1.25926003982759e-137
"GO:0007606","sensory perception of chemical stimulus","BP",526,200,2.23621336028484e-137
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,200,2.0150579917995e-136
"GO:0051606","detection of stimulus","BP",691,202,3.20583766075689e-113
"GO:0007600","sensory perception","BP",977,211,1.46743558496648e-90
"GO:0050877","nervous system process","BP",1437,224,1.06969129512317e-67
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,215,3.35408671871505e-65
"GO:0003008","system process","BP",2216,246,5.23768011829686e-46
"GO:0031424","keratinization","BP",224,61,0.000000000000000000000000000000104533599412763
