"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,235,4.86550000975414e-252
"GO:0007608","sensory perception of smell","BP",454,236,4.56863503716767e-245
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,239,2.79005388108428e-243
"GO:0009593","detection of chemical stimulus","BP",512,240,3.43305498256603e-235
"GO:0007606","sensory perception of chemical stimulus","BP",526,240,1.52879421492973e-231
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,240,2.84480533932648e-230
"GO:0051606","detection of stimulus","BP",691,241,4.20802247156485e-198
"GO:0007600","sensory perception","BP",977,245,1.69132913669229e-162
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,246,1.82780115242217e-126
"GO:0050877","nervous system process","BP",1437,248,1.5654595097949e-123
"GO:0003008","system process","BP",2216,255,9.20076054862471e-86
"GO:0031424","keratinization","BP",224,73,2.23550821924171e-54
"GO:0030216","keratinocyte differentiation","BP",305,76,4.63500168630503e-47
"GO:0032501","multicellular organismal process","BP",7751,412,7.20490447138289e-45
