"","Term","Ont","N","DE","P.DE"
"GO:0019219","regulation of nucleobase-containing compound metabolic process","BP",4140,273,0.00000000000000000000000000000000772538457587652
"GO:0051252","regulation of RNA metabolic process","BP",3822,257,0.0000000000000000000000000000000786603243588623
"GO:0032774","RNA biosynthetic process","BP",3733,247,0.0000000000000000000000000000333836721771213
"GO:0097659","nucleic acid-templated transcription","BP",3716,245,0.000000000000000000000000000112922451984006
"GO:1903506","regulation of nucleic acid-templated transcription","BP",3567,238,0.000000000000000000000000000185048140549261
"GO:2001141","regulation of RNA biosynthetic process","BP",3576,238,0.000000000000000000000000000270567084647995
"GO:0006351","transcription, DNA-templated","BP",3668,241,0.000000000000000000000000000707776766185093
"GO:0034654","nucleobase-containing compound biosynthetic process","BP",4278,266,0.0000000000000000000000000016397959487036
"GO:0006355","regulation of transcription, DNA-templated","BP",3506,233,0.00000000000000000000000000173660726167881
"GO:0006357","regulation of transcription by RNA polymerase II","BP",2683,195,0.00000000000000000000000000381164680479227
"GO:0006366","transcription by RNA polymerase II","BP",2818,201,0.00000000000000000000000000502638959863256
"GO:0018130","heterocycle biosynthetic process","BP",4341,267,0.00000000000000000000000000709253211499131
"GO:2000112","regulation of cellular macromolecule biosynthetic process","BP",3998,252,0.0000000000000000000000000129054459117907
"GO:0019438","aromatic compound biosynthetic process","BP",4351,266,0.000000000000000000000000025149108557911
"GO:0010556","regulation of macromolecule biosynthetic process","BP",4138,256,0.0000000000000000000000000703767203406293
"GO:0031323","regulation of cellular metabolic process","BP",6305,341,0.000000000000000000000000104522056016531
"GO:0031326","regulation of cellular biosynthetic process","BP",4325,263,0.000000000000000000000000138416084269999
"GO:0051171","regulation of nitrogen compound metabolic process","BP",6063,331,0.00000000000000000000000021967390109925
