"","Term","Ont","N","DE","P.DE"
"GO:0090304","nucleic acid metabolic process","BP",5735,712,9.57324030565086e-68
"GO:0006139","nucleobase-containing compound metabolic process","BP",6411,753,4.78158712103591e-62
"GO:0046483","heterocycle metabolic process","BP",6570,760,7.96485580324787e-60
"GO:0006725","cellular aromatic compound metabolic process","BP",6615,762,3.21399372701415e-59
"GO:0016070","RNA metabolic process","BP",5206,643,1.2832151246177e-57
"GO:1901360","organic cyclic compound metabolic process","BP",6839,771,6.1239103325121e-56
"GO:0034641","cellular nitrogen compound metabolic process","BP",7161,791,4.31340884496291e-54
"GO:0019219","regulation of nucleobase-containing compound metabolic process","BP",4140,529,4.68503417094441e-49
"GO:0051252","regulation of RNA metabolic process","BP",3822,495,7.24987393927279e-47
"GO:0034654","nucleobase-containing compound biosynthetic process","BP",4278,523,2.19280282457557e-42
"GO:0018130","heterocycle biosynthetic process","BP",4341,528,3.15589471808686e-42
