"","Term","Ont","N","DE","P.DE"
"GO:0019219","regulation of nucleobase-containing compound metabolic process","BP",4140,521,3.22933956758168e-43
"GO:0051252","regulation of RNA metabolic process","BP",3822,489,5.81003881772002e-42
"GO:0031323","regulation of cellular metabolic process","BP",6305,695,2.86976018756066e-40
"GO:0010556","regulation of macromolecule biosynthetic process","BP",4138,510,2.00763065029492e-39
"GO:0031326","regulation of cellular biosynthetic process","BP",4325,524,1.3363430762003e-38
"GO:0051171","regulation of nitrogen compound metabolic process","BP",6063,670,1.48769314030972e-38
"GO:0009889","regulation of biosynthetic process","BP",4404,530,2.64458868335014e-38
"GO:0090304","nucleic acid metabolic process","BP",5735,642,3.58751525107136e-38
"GO:0009059","macromolecule biosynthetic process","BP",5114,589,9.72058592215034e-38
"GO:0080090","regulation of primary metabolic process","BP",6233,679,4.37055020940014e-37
"GO:2000112","regulation of cellular macromolecule biosynthetic process","BP",3998,489,1.65588392554263e-36
"GO:0032774","RNA biosynthetic process","BP",3733,463,1.0728052874487e-35
"GO:0006351","transcription, DNA-templated","BP",3668,457,1.22614275803117e-35
"GO:0097659","nucleic acid-templated transcription","BP",3716,461,1.55236205172785e-35
"GO:0006355","regulation of transcription, DNA-templated","BP",3506,442,1.65892225087335e-35
"GO:2001141","regulation of RNA biosynthetic process","BP",3576,447,4.66790701142146e-35
