"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,253,2.40333428530417e-253
"GO:0007608","sensory perception of smell","BP",454,255,5.70133173165906e-247
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,257,1.47904629333526e-242
"GO:0009593","detection of chemical stimulus","BP",512,259,5.97055909634449e-235
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,260,4.7236483457316e-231
"GO:0007606","sensory perception of chemical stimulus","BP",526,259,6.39573687263946e-231
"GO:0051606","detection of stimulus","BP",691,262,9.40959261180035e-197
"GO:0007600","sensory perception","BP",977,270,1.13865958513418e-161
"GO:0050877","nervous system process","BP",1437,275,1.95505362610229e-120
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,269,2.95315966025239e-120
"GO:0003008","system process","BP",2216,288,6.10538217082969e-83
"GO:0031424","keratinization","BP",224,77,1.6014885167071e-51
"GO:0030216","keratinocyte differentiation","BP",305,81,1.78138875584536e-44
"GO:0009913","epidermal cell differentiation","BP",358,83,1.16946899531559e-40
