"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,252,1.59612265629858e-266
"GO:0007608","sensory perception of smell","BP",454,253,1.41427596653312e-258
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,256,4.8938166683509e-256
"GO:0009593","detection of chemical stimulus","BP",512,259,3.27856070547012e-250
"GO:0007606","sensory perception of chemical stimulus","BP",526,257,6.24475755574047e-243
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,257,1.54720452700789e-241
"GO:0051606","detection of stimulus","BP",691,260,4.45818599969849e-209
"GO:0007600","sensory perception","BP",977,263,1.77848111472899e-168
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,269,1.33155428999714e-134
"GO:0050877","nervous system process","BP",1437,267,3.1494082797125e-127
"GO:0003008","system process","BP",2216,280,8.25266840305138e-91
"GO:0031424","keratinization","BP",224,74,1.06663640126474e-51
"GO:0032501","multicellular organismal process","BP",7751,460,8.92995037545484e-48
"GO:0030216","keratinocyte differentiation","BP",305,78,3.36364529404569e-45
