"","Term","Ont","N","DE","P.DE"
"GO:0007399","nervous system development","BP",2375,277,0.00000000000000000000000000000000637112127535543
"GO:0022008","neurogenesis","BP",1623,207,0.0000000000000000000000000000341637292249085
"GO:0048699","generation of neurons","BP",1524,194,0.00000000000000000000000000353373785475069
"GO:0030030","cell projection organization","BP",1534,194,0.00000000000000000000000000810689570401559
"GO:0048666","neuron development","BP",1110,157,0.00000000000000000000000000930406532189053
"GO:0031175","neuron projection development","BP",978,144,0.000000000000000000000000025895046635901
"GO:0030182","neuron differentiation","BP",1365,178,0.0000000000000000000000000419916111878051
"GO:0120036","plasma membrane bounded cell projection organization","BP",1497,188,0.000000000000000000000000136849910722627
"GO:0032990","cell part morphogenesis","BP",685,111,0.00000000000000000000000927710338869513
"GO:0048858","cell projection morphogenesis","BP",666,109,0.0000000000000000000000106710006613601
"GO:0048812","neuron projection morphogenesis","BP",648,107,0.0000000000000000000000137226051204828
"GO:0120039","plasma membrane bounded cell projection morphogenesis","BP",662,108,0.0000000000000000000000225463525339713
"GO:0000902","cell morphogenesis","BP",1034,141,0.000000000000000000000173400675633033
"GO:0032989","cellular component morphogenesis","BP",1143,150,0.000000000000000000000308134707138141
"GO:0048468","cell development","BP",2183,228,0.0000000000000000000298230104049854
