"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,242,3.22835992937475e-264
"GO:0007608","sensory perception of smell","BP",454,243,7.21406708323561e-257
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,246,7.28361420688408e-255
"GO:0009593","detection of chemical stimulus","BP",512,247,2.23321753478692e-246
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,248,6.82366034340267e-243
"GO:0007606","sensory perception of chemical stimulus","BP",526,247,1.42356348899752e-242
"GO:0051606","detection of stimulus","BP",691,249,3.41741720832536e-209
"GO:0007600","sensory perception","BP",977,253,6.21421855673695e-172
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,255,2.03834780578064e-135
"GO:0050877","nervous system process","BP",1437,256,2.83048388001145e-131
"GO:0003008","system process","BP",2216,263,8.48835068993521e-92
"GO:0031424","keratinization","BP",224,71,7.75870537965628e-52
"GO:0032501","multicellular organismal process","BP",7751,424,1.49716416592609e-50
"GO:0030216","keratinocyte differentiation","BP",305,76,5.84455314717052e-47
