"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,67,1.86878921448256e-69
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,68,1.31585693806417e-67
"GO:0007608","sensory perception of smell","BP",454,67,1.40795000207843e-67
"GO:0009593","detection of chemical stimulus","BP",512,68,1.96998018310815e-65
"GO:0007606","sensory perception of chemical stimulus","BP",526,68,1.31419372664275e-64
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,68,2.5534475809233e-64
"GO:0051606","detection of stimulus","BP",691,68,2.09293992684789e-56
"GO:0007600","sensory perception","BP",977,69,1.6129824409273e-47
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,70,6.45145520455506e-39
"GO:0050877","nervous system process","BP",1437,69,1.40089034538278e-36
"GO:0003008","system process","BP",2216,71,0.0000000000000000000000000120498308126657
"GO:0031424","keratinization","BP",224,25,0.00000000000000000000139881987631031
