"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,248,6.90124934308918e-261
"GO:0007608","sensory perception of smell","BP",454,249,3.58430401319892e-253
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,253,1.81700008498627e-252
"GO:0009593","detection of chemical stimulus","BP",512,255,3.52481816060723e-245
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,255,7.78819672202502e-240
"GO:0007606","sensory perception of chemical stimulus","BP",526,254,1.30896408417439e-239
"GO:0051606","detection of stimulus","BP",691,257,2.39348551865021e-206
"GO:0007600","sensory perception","BP",977,260,2.27661550146963e-166
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,260,4.99995993156578e-127
"GO:0050877","nervous system process","BP",1437,264,1.03858027366361e-125
"GO:0003008","system process","BP",2216,276,4.35642493226556e-89
"GO:0031424","keratinization","BP",224,71,1.53555427437301e-48
"GO:0032501","multicellular organismal process","BP",7751,455,2.61815725863084e-47
"GO:0030216","keratinocyte differentiation","BP",305,76,1.61014462553029e-43
