"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,144,2.30013305955145e-152
"GO:0007608","sensory perception of smell","BP",454,144,7.48929606769128e-148
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,145,7.17614498524557e-146
"GO:0009593","detection of chemical stimulus","BP",512,145,9.25186391911439e-141
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,146,1.04476396718607e-139
"GO:0007606","sensory perception of chemical stimulus","BP",526,145,7.79004959372075e-139
"GO:0051606","detection of stimulus","BP",691,146,2.40707484320112e-121
"GO:0007600","sensory perception","BP",977,147,1.03774150957758e-99
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,150,1.44471844771093e-81
"GO:0050877","nervous system process","BP",1437,150,1.21942937428029e-78
"GO:0003008","system process","BP",2216,151,9.96236344367903e-54
"GO:0032501","multicellular organismal process","BP",7751,251,9.16122170290881e-36
"GO:0042221","response to chemical","BP",4797,180,0.0000000000000000000000000000744550355533109
"GO:0031424","keratinization","BP",224,39,0.00000000000000000000000000132796003621957
