"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,252,4.07574589579799e-252
"GO:0007608","sensory perception of smell","BP",454,252,1.69622471978483e-242
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,256,1.99777990930563e-241
"GO:0009593","detection of chemical stimulus","BP",512,257,2.546444267921e-232
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,258,1.76930100417766e-228
"GO:0007606","sensory perception of chemical stimulus","BP",526,256,8.31985414794741e-227
"GO:0051606","detection of stimulus","BP",691,260,1.44060405271064e-194
"GO:0007600","sensory perception","BP",977,268,6.83493467363055e-160
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,272,1.60874846224909e-123
"GO:0050877","nervous system process","BP",1437,276,7.96085187993449e-122
"GO:0003008","system process","BP",2216,289,4.21621827257558e-84
"GO:0031424","keratinization","BP",224,77,1.21007604847911e-51
"GO:0030216","keratinocyte differentiation","BP",305,82,1.35079882245793e-45
"GO:0032501","multicellular organismal process","BP",7751,495,1.42266460524049e-44
