"","Term","Ont","N","DE","P.DE"
"GO:0006139","nucleobase-containing compound metabolic process","BP",6411,386,0.00000000000000000000000000011846646563333
"GO:0090304","nucleic acid metabolic process","BP",5735,357,0.00000000000000000000000000016384270660553
"GO:0046483","heterocycle metabolic process","BP",6570,392,0.000000000000000000000000000195679338736984
"GO:0006725","cellular aromatic compound metabolic process","BP",6615,391,0.00000000000000000000000000202634453675315
"GO:0034641","cellular nitrogen compound metabolic process","BP",7161,413,0.00000000000000000000000000255978565402187
"GO:1901360","organic cyclic compound metabolic process","BP",6839,399,0.00000000000000000000000000533926975553272
"GO:0044271","cellular nitrogen compound biosynthetic process","BP",5029,318,0.000000000000000000000000146573036456039
"GO:0034645","cellular macromolecule biosynthetic process","BP",4961,314,0.000000000000000000000000327519815431592
"GO:0044260","cellular macromolecule metabolic process","BP",8352,453,0.00000000000000000000000060249216953132
"GO:0009059","macromolecule biosynthetic process","BP",5114,319,0.00000000000000000000000132576030962696
"GO:0034654","nucleobase-containing compound biosynthetic process","BP",4278,280,0.00000000000000000000000468742322262429
