"","Term","Ont","N","DE","P.DE"
"GO:0120036","plasma membrane bounded cell projection organization","BP",1497,122,0.0000000000000000000990134457419136
"GO:0030030","cell projection organization","BP",1534,122,0.000000000000000000712295008150713
"GO:0007399","nervous system development","BP",2375,154,0.0000000000000014442156404637
"GO:0048856","anatomical structure development","BP",5988,292,0.000000000000650891409429743
"GO:0030182","neuron differentiation","BP",1365,99,0.000000000000737159898798081
"GO:0048468","cell development","BP",2183,137,0.000000000000976490100048826
"GO:0007155","cell adhesion","BP",1420,101,0.00000000000135733330840742
"GO:0048699","generation of neurons","BP",1524,106,0.00000000000139181866982033
"GO:0022610","biological adhesion","BP",1427,101,0.00000000000182334440658646
"GO:0022008","neurogenesis","BP",1623,108,0.0000000000128269007040949
"GO:0048666","neuron development","BP",1110,82,0.0000000000354940894769058
"GO:0007275","multicellular organism development","BP",5491,266,0.0000000000371862584114844
"GO:0032502","developmental process","BP",6411,300,0.0000000000464982386823532
"GO:0031175","neuron projection development","BP",978,75,0.0000000000473136432093510
