"","Term","Ont","N","DE","P.DE"
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,18,0.00000000000000534257878230736
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,17,0.0000000000000143855827987886
"GO:0009593","detection of chemical stimulus","BP",512,18,0.0000000000000180838849396242
"GO:0007606","sensory perception of chemical stimulus","BP",526,18,0.000000000000028721019808093
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,18,0.0000000000000337712766247779
"GO:0007608","sensory perception of smell","BP",454,17,0.0000000000000391389339169706
"GO:0051606","detection of stimulus","BP",691,19,0.000000000000242655586841395
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,24,0.0000000000014770291258171
"GO:0007600","sensory perception","BP",977,18,0.000000000829071207681747
"GO:0050877","nervous system process","BP",1437,20,0.00000000974554479081728
"GO:0032501","multicellular organismal process","BP",7751,47,0.0000000169181983250461
"GO:0031424","keratinization","BP",224,8,0.000000532214338570147
