"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,257,1.50324279818143e-263
"GO:0007608","sensory perception of smell","BP",454,259,5.60191792199504e-257
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,262,4.38048336946442e-254
"GO:0009593","detection of chemical stimulus","BP",512,264,3.27080238904953e-246
"GO:0007606","sensory perception of chemical stimulus","BP",526,264,4.67916458734514e-242
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,263,4.78104223239377e-239
"GO:0051606","detection of stimulus","BP",691,266,1.76683702377275e-205
"GO:0007600","sensory perception","BP",977,274,1.38283465726076e-169
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,279,5.96843327239919e-133
"GO:0050877","nervous system process","BP",1437,277,1.77307111030611e-125
"GO:0003008","system process","BP",2216,291,3.67849638678182e-88
"GO:0031424","keratinization","BP",224,79,1.09491636235878e-54
"GO:0032501","multicellular organismal process","BP",7751,498,7.70812879580038e-50
"GO:0030216","keratinocyte differentiation","BP",305,85,2.18600168273347e-49
