"","Term","Ont","N","DE","P.DE"
"GO:0007399","nervous system development","BP",2375,265,0.00000000000000000000000000447614029328109
"GO:0030030","cell projection organization","BP",1534,188,0.0000000000000000000000178003060584485
"GO:0022008","neurogenesis","BP",1623,194,0.0000000000000000000000612723306707894
"GO:0120036","plasma membrane bounded cell projection organization","BP",1497,183,0.00000000000000000000010326052848241
"GO:0048666","neuron development","BP",1110,149,0.000000000000000000000225614756540393
"GO:0031175","neuron projection development","BP",978,136,0.000000000000000000000759292948931786
"GO:0048699","generation of neurons","BP",1524,183,0.000000000000000000000781403039464706
"GO:0030182","neuron differentiation","BP",1365,168,0.00000000000000000000386087008612324
"GO:0120039","plasma membrane bounded cell projection morphogenesis","BP",662,103,0.0000000000000000000312130266275451
"GO:0048858","cell projection morphogenesis","BP",666,103,0.000000000000000000048990758198739
"GO:0048812","neuron projection morphogenesis","BP",648,101,0.0000000000000000000652474285538839
