"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,241,1.65228061658052e-256
"GO:0007608","sensory perception of smell","BP",454,243,6.35185803652892e-251
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,245,3.83029053789178e-247
"GO:0009593","detection of chemical stimulus","BP",512,246,1.05229537327222e-238
"GO:0007606","sensory perception of chemical stimulus","BP",526,247,1.51819825818637e-236
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,246,1.27967548235618e-233
"GO:0051606","detection of stimulus","BP",691,247,2.21900160703072e-200
"GO:0007600","sensory perception","BP",977,254,3.21530506313925e-167
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,257,9.7518377938284e-132
"GO:0050877","nervous system process","BP",1437,258,1.46612637391396e-127
"GO:0003008","system process","BP",2216,269,4.06081738802398e-91
"GO:0031424","keratinization","BP",224,73,7.93214842972782e-53
"GO:0032501","multicellular organismal process","BP",7751,440,8.21582910066624e-51
"GO:0030216","keratinocyte differentiation","BP",305,77,1.53237088170379e-46
