"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,248,4.51008514389104e-271
"GO:0007608","sensory perception of smell","BP",454,250,3.77966550349941e-265
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,253,7.25781415261407e-263
"GO:0009593","detection of chemical stimulus","BP",512,254,5.78497192242767e-254
"GO:0007606","sensory perception of chemical stimulus","BP",526,255,1.15276385180976e-251
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,254,1.2520208446264e-248
"GO:0051606","detection of stimulus","BP",691,255,8.374966554877e-214
"GO:0007600","sensory perception","BP",977,260,1.46169988543107e-176
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,262,7.75019367219767e-139
"GO:0050877","nervous system process","BP",1437,263,1.54064092805814e-134
"GO:0003008","system process","BP",2216,270,9.57309392063776e-94
"GO:0032501","multicellular organismal process","BP",7751,438,1.70993980333734e-52
"GO:0031424","keratinization","BP",224,71,6.82551374085101e-51
"GO:0030216","keratinocyte differentiation","BP",305,76,5.6723016978962e-46
