"","Term","Ont","N","DE","P.DE"
"GO:0007399","nervous system development","BP",2375,343,6.17255379962365e-36
"GO:0022008","neurogenesis","BP",1623,249,0.0000000000000000000000000000174440900638919
"GO:0048666","neuron development","BP",1110,191,0.000000000000000000000000000108279654945688
"GO:0031175","neuron projection development","BP",978,175,0.00000000000000000000000000024680483682634
"GO:0048699","generation of neurons","BP",1524,235,0.000000000000000000000000000433029524105428
"GO:0030182","neuron differentiation","BP",1365,217,0.00000000000000000000000000104416120574531
"GO:0048858","cell projection morphogenesis","BP",666,132,0.00000000000000000000000010607801997637
"GO:0120039","plasma membrane bounded cell projection morphogenesis","BP",662,131,0.000000000000000000000000191797034498722
"GO:0030030","cell projection organization","BP",1534,229,0.000000000000000000000000234478708960937
"GO:0120036","plasma membrane bounded cell projection organization","BP",1497,225,0.000000000000000000000000262169516165423
