"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,242,5.89346726545001e-249
"GO:0007608","sensory perception of smell","BP",454,243,1.42670339363288e-241
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,246,2.33050525012346e-239
"GO:0009593","detection of chemical stimulus","BP",512,247,7.50091921943946e-231
"GO:0007606","sensory perception of chemical stimulus","BP",526,247,4.51301311429162e-227
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,247,9.31098420769216e-226
"GO:0051606","detection of stimulus","BP",691,250,3.44440912228311e-195
"GO:0007600","sensory perception","BP",977,255,4.5981984787968e-159
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,260,1.18451684174481e-125
"GO:0050877","nervous system process","BP",1437,260,1.78293759380262e-120
"GO:0003008","system process","BP",2216,270,3.12393330280746e-83
"GO:0031424","keratinization","BP",224,72,2.33386500395728e-49
"GO:0030216","keratinocyte differentiation","BP",305,77,3.52088831284999e-44
"GO:0032501","multicellular organismal process","BP",7751,451,1.68279733216621e-43
