"","Term","Ont","N","DE","P.DE"
"GO:0051604","protein maturation","BP",397,1,0.0193771964076533
"GO:0072594","establishment of protein localization to organelle","BP",549,1,0.0267961733697766
"GO:0033365","protein localization to organelle","BP",922,1,0.0450019523623585
"GO:0034613","cellular protein localization","BP",1872,1,0.0913705583756338
"GO:0070727","cellular macromolecule localization","BP",1883,1,0.0919074580242093
"GO:0045184","establishment of protein localization","BP",2113,1,0.103133541585317
"GO:0008104","protein localization","BP",2765,1,0.134957048028114
"GO:0051641","cellular localization","BP",2927,1,0.142864115579852
"GO:0033036","macromolecule localization","BP",3116,1,0.152089027723545
"GO:0051234","establishment of localization","BP",5315,1,0.259420148379539
"GO:0019538","protein metabolic process","BP",5986,1,0.292171026942601
"GO:0010467","gene expression","BP",6585,1,0.321407653260445
