"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,238,1.89774362150679e-243
"GO:0007608","sensory perception of smell","BP",454,238,1.273338852456e-234
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,242,3.25217289111965e-234
"GO:0009593","detection of chemical stimulus","BP",512,242,2.31957414530009e-224
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,243,5.84093953894156e-221
"GO:0007606","sensory perception of chemical stimulus","BP",526,242,1.08425260299299e-220
"GO:0051606","detection of stimulus","BP",691,243,4.71167497727986e-187
"GO:0007600","sensory perception","BP",977,251,8.19992906634461e-156
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,253,3.50373562633956e-120
"GO:0050877","nervous system process","BP",1437,253,3.53943008621637e-115
"GO:0003008","system process","BP",2216,263,2.47597587183145e-79
"GO:0031424","keratinization","BP",224,70,2.17797136927089e-47
"GO:0030216","keratinocyte differentiation","BP",305,76,1.61014462553029e-43
"GO:0032501","multicellular organismal process","BP",7751,441,9.41732957219179e-41
