"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,111,1.04832705677169e-123
"GO:0007608","sensory perception of smell","BP",454,111,2.21687646004583e-120
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,112,2.1481018860312e-119
"GO:0009593","detection of chemical stimulus","BP",512,112,1.3651025594356e-115
"GO:0007606","sensory perception of chemical stimulus","BP",526,112,3.73549792226421e-114
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,112,1.18821187058163e-113
"GO:0051606","detection of stimulus","BP",691,112,6.04107323366881e-100
"GO:0007600","sensory perception","BP",977,112,1.18140279634962e-82
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,113,1.38059826345332e-67
"GO:0050877","nervous system process","BP",1437,112,2.79807328538218e-64
"GO:0003008","system process","BP",2216,112,7.34186599877462e-45
"GO:0032501","multicellular organismal process","BP",7751,185,9.58060440617524e-35
"GO:0031424","keratinization","BP",224,37,0.000000000000000000000000000000120965203516113
