"","gene","partner","cor"
"1","uc.155","GNRHR2___145919013145925341",-0.354621163030696
"2","uc.155","VPS45___150045458150145346",-0.327988576091391
"3","uc.155","KLHDC8A___205336065205357278",-0.402155182758538
"4","uc.155","AGT___230693981230714590",-0.329099767201862
"5","uc.155","LARP4B___806914931900",0.304288765689875
"6","uc.155","PITRM1___31377273172841",0.357196342429261
"7","uc.155","PITRM1-AS1___31416013149795",0.365946672426621
"8","uc.155","LOC105376364___38054303809885",-0.301739986080111
"9","uc.155","FAM208B___56847595765752",0.300098399212806
"10","uc.155","MSRB2___2309549823137765",0.350073199414405
"11","uc.155","OTUD1___2343839423455443",0.302392780857753
"12","uc.155","PDSS1___2669329926749051",0.326198190414477
"13","uc.155","ABI1___2674659626861087",0.317371061031512
"14","uc.155","RAB18___2750417427546461",0.317755057959536
"15","uc.155","LOC101929445___4287152142874060",0.418309453524372
"16","uc.155","CSGALNACT2___4313844543195512",0.313547891616867
"17","uc.155","OR13A1___4530229445315608",-0.326476588187295
"18","uc.155","FAM21A___5006788850133509",0.317145462836297
"19","uc.155","SAR1A___7014870170170529",0.30436796505628
"20","uc.155","DNAJB12___7233256772355149",0.386989704082367
"21","uc.155","ANXA7___7337507473414085",0.337509299925601
"22","uc.155","GHITM___8413942984154984",0.31077831377349
"23","uc.155","PI4K2A___9764068697676472",0.346214030287758
"24","uc.155","ENTPD7___9965950699715267",0.306057551539588
"25","uc.155","COX15___9967799299732667",0.328732570139439
"26","uc.155","DPCD___101587267101622412",0.374147406820745
"27","uc.155","CHESS542___102374585102382894",0.306451148390813
"28","uc.155","CNNM2___102918293103090320",0.316171070631435
"29","uc.155","SHOC2___110919370111016119",0.327402980776154
"30","uc.155","MCMBP___119822978119892395",0.378697770417837
"31","uc.155","CHESS588___130213526130252017",-0.368562651498788
"32","uc.155","LOC107984002___130297744130424539",-0.30046319629443
"33","uc.155","TUBGCP2___133278630133312337",0.342544459644323
"34","uc.155","uc.324",-0.345878032975736
"35","uc.155","LOC644656___94595569460698",-0.306117551059592
"36","uc.155","ZBED5___1084711710858796",-0.354162766697866
"37","uc.155","TSPAN18___4472684644932427",-0.393445652434781
"38","uc.155","LOC107984329___4713614947144252",-0.318191854465164
"39","uc.155","RASGRP2___6472691164745456",-0.302119183046536
"40","uc.155","RBM4B___6666499466677921",-0.314949480404157
"41","uc.155","CHESS731___106504390106604395",0.328038975688195
"42","uc.155","ACAD8___134253532134266113",-0.343991648066816
"43","uc.155","uc.341",-0.360431516547868
"44","uc.155","uc.345",0.36812105503156
"45","uc.155","CCND2-AS1___42485934276184",-0.311104711162311
"46","uc.155","CCND2___42698144306276",-0.328058175534596
"47","uc.155","HOXC13___5393736553946544",0.303235174118607
"48","uc.155","HOTAIR___5396227853974956",-0.305135958912329
"49","uc.155","AC012531.2___5396835153968501",0.32452540379677
"50","uc.155","HOXC11___5397239953978448",-0.415755873953008
"51","uc.155","HOXC-AS3___5397960453985586",0.426272589819282
"52","uc.155","LOC107984512___5400520154008751",0.339340485276118
"53","uc.155","HOXC8___5400910654012763",0.331910144718842
"54","uc.155","LOC107984513___5412030654125894",-0.318482252141983
"55","uc.155","LOC400043___5412606354132843",-0.316528667770658
"56","uc.155","LOC107984535___8109379281129693",-0.302527179782562
"57","uc.155","RIC8B___106774285106891838",-0.309134326925385
"58","uc.155","RPH3A___112570447112898881",-0.309261525907793
"59","uc.155","VPS37B___122862873122896165",-0.34422204622363
"60","uc.155","TNFRSF19___2357024823676105",-0.338990088079295
"61","uc.155","LOC105370114___2365054323714962",-0.330575755393957
"62","uc.155","GSX1___2779264327793952",0.324439004487964
"63","uc.155","FREM2___3868703638887634",-0.306175150598795
"64","uc.155","DLEU2_6___5008184350081978",0.337238102095183
"65","uc.155","PRKD1___2957643329927693",-0.306230350157199
"66","uc.155","CHESS1177___9048886590493926",0.300549595603235
"67","uc.155","ZNF785___3057285030586038",-0.310543115655075
"68","uc.155","WSCD1___60691066133940",-0.410720714234286
"69","uc.155","DRG2___1808786718108008",-0.383063335493316
"70","uc.155","LOC105371566___1810198118118048",-0.367468260253918
"71","uc.155","ZNF207___3235011732381885",-0.304852761177911
"72","uc.155","LOC105371743___3556810035574313",-0.307396740826073
"73","uc.155","RAMP2-AS1___4275130942762890",-0.314414284685723
"74","uc.155","C17orf80___7323223373253003",-0.342561259509924
"75","uc.155","CPSF4L___7324234373263778",-0.317299061607507
"76","uc.155","GPRC5C___7440963774451658",-0.398538411692707
"77","uc.155","SNHG20___7708864377094986",-0.343370053039576
"78","uc.155","SMAD7___4891452448952018",0.34078287373701
"79","uc.155","DSEL___6750634267516730",-0.346552427580579
"80","uc.155","CHESS1879___18741941876247",-0.311349509203926
"81","uc.155","CTB-31O20.9___18750161875992",-0.319051047591619
"82","uc.155","SPPL2B___23285712355102",-0.326548587611299
"83","uc.155","TMPRSS9___23852542426261",-0.35952192382461
"84","uc.155","LOC105372273___1119762111221842",-0.304331965344277
"85","uc.155","DOCK6___1119929311262506",-0.306167950656395
"86","uc.155","ZNF564___1252537012551542",-0.306158350733194
"87","uc.155","ZNF253___1986588619921648",-0.301115991072071
"88","uc.155","ZNF254___2403340524179241",-0.305978352173183
"89","uc.155","ZNF302___3467761934687204",-0.325641394868841
"90","uc.155","ZNF181___3473370334746483",-0.303451172390621
"91","uc.155","ZNF599___3475807434773229",-0.344255645954832
"92","uc.155","ZNF30___3492379534945172",-0.323927808577531
"93","uc.155","LINC00665___3631301636331753",-0.339256485948112
"94","uc.155","ZFP14___3633445336379203",-0.303321573427413
"95","uc.155","ZNF568___3691632936998700",-0.302872777017784
"96","uc.155","ZNF527___3737105537393066",-0.331319749442005
"97","uc.155","SARS2___3891526438930896",-0.309127126982984
"98","uc.155","FBXO17___3893440738975813",-0.371425828593371
"99","uc.155","SELV___3951511339527278",0.312770297837617
"100","uc.155","CNTD2___4022220840227111",0.312820697434421
"101","uc.155","AKT2___4022842940285531",-0.357462740298078
"102","uc.155","PINLYP___4357539943583964",-0.373617011063912
"103","uc.155","LOC101928063___4399689644002870",-0.334818921448628
"104","uc.155","ZNF227___4420752744240213",-0.397796817625459
"105","uc.155","ZNF112___4431256944367217",-0.339203686370509
"106","uc.155","ZNF180___4447442844500539",-0.340329277365781
"107","uc.155","CTB-129P6.11___4494967144954926",-0.328185374517004
"108","uc.155","VRK3___4997646750025954",-0.305529555763554
"109","uc.155","LOC107985292___5200828552024133",-0.316305469556244
"110","uc.155","ZNF614___5201276552028427",-0.308392732858137
"111","uc.155","ZNF432___5203137952049363",-0.308608731130151
"112","uc.155","ZNF480___5229716952328595",-0.376943384452924
"113","uc.155","ZNF677___5323538153254903",-0.356797945616435
"114","uc.155","PRPF31___5411541054131719",-0.311704706362349
"115","uc.155","FIZ1___5559137155601970",-0.306741546067632
"116","uc.155","U2AF2___5565405055674816",-0.320671034631723
"117","uc.155","ZNF547___5736343557379559",-0.334742122063024
"118","uc.155","ZNF548___5738175757405513",-0.340600475196198
"119","uc.155","ZNF749___5742856557465448",-0.329812561499508
"120","uc.155","ZNF419___5748771157494707",-0.329596563227494
"121","uc.155","ZNF773___5749985457526082",-0.361705906352749
"122","uc.155","ZNF416___5757101557578938",-0.332999736002112
"123","uc.155","ZIK1___5758364257593890",-0.328965368277054
"124","uc.155","ZNF530___5759987757612982",-0.311423908608731
"125","uc.155","ZNF134___5761421957630732",-0.317195862433101
"126","uc.155","ZNF211___5763035257644046",-0.357702738378093
"127","uc.155","ZNF671___5771974757727637",-0.37047063623491
"128","uc.155","ZNF776___5774679657758165",-0.407243142054864
"129","uc.155","ZNF814___5786937957902434",-0.329332565339477
"130","uc.155","ZNF606___5797707258003346",-0.332056543547652
"131","uc.155","LOC105372481___5830530958315653",-0.327585379316966
"132","uc.155","LOC105372480___5831299758327277",-0.302071183430533
"133","uc.155","ZNF446___5847401758490078",-0.313502291981664
"134","uc.155","CHESS2078___15892041594597",0.33484052127583
"135","uc.155","AC010729.2___57263655730342",0.326500587995296
"136","uc.155","TRIB2___1271687212744795",-0.30875272997816
"137","uc.155","TCF23___2714889527158257",0.300991192070463
"138","uc.155","RP11-334G22.1___5824134958241686",0.312405500755994
"139","uc.155","CHESS2244___118835960118836780",0.300883192934457
"140","uc.155","HOXD12___176099802176100760",0.325475796193631
"141","uc.155","LOC107985805___176104637176107199",-0.335915712674299
"142","uc.155","LOC100129455___176127085176129631",0.325281397748818
"143","uc.155","44076___241315187241354540",-0.310737514099887
"144","uc.155","C20orf96___270863290778",-0.344267645858833
"145","uc.155","DOK5___5447547254651270",-0.313780689754482
"146","uc.155","LOC105372693___5798589957999562",0.317740658074735
"147","uc.155","CHESS2509___6174834061755211",0.304951160390717
"148","uc.155","PCMTD2___6425569564276367",-0.424086207310342
"149","uc.155","uc.135",0.302548779609763
"150","uc.155","CSPG5___4756223747580240",-0.3593707250342
"151","uc.155","IP6K2___4868784648717278",-0.319019847841217
"152","uc.155","SLC25A20___4885680348898993",-0.322067823457412
"153","uc.155","CD47___108035479108094200",0.321758225934193
"154","uc.155","MECOM___169082850169663781",-0.316984664122687
"155","uc.155","C3orf70___185078050185153014",-0.347735618115055
"156","uc.155","CHESS2897___185153171185153512",0.30203518371853
"157","uc.155","TRA2B___185914568185938136",-0.305402356781146
"158","uc.155","DCLK2___150078274150258563",-0.314750281997744
"159","uc.155","uc.186",-0.300575995392037
"160","uc.155","TERT___12531671295626",-0.43984448124415
"161","uc.155","LOC102723339___80599128074626",0.32625098999208
"162","uc.155","CDH6___3119365531329146",-0.394648042815658
"163","uc.155","SUB1___3253163332629547",-0.30421916624667
"164","uc.155","DNAJC21___3492954034984741",0.310387116903065
"165","uc.155","MAP3K1___5681464556897773",-0.322720618235054
"166","uc.155","OTP___7762870077638697",-0.448412412700698
"167","uc.155","STARD4-AS1___111512226111743258",-0.381280149758802
"168","uc.155","NREP___111710940111976931",-0.384181726546188
"169","uc.155","CHESS3299___123511349123511984",0.300067199462404
